HPfrb1ch01-0001	le               	LE SURVIVANT
HPfrb1ch01-0416	déranger         	Il traversa la rue en toute hâte, se dépêcha de remonter dans son bureau, ordonna d’un ton sec à sa secrétaire de ne pas le déranger, saisit son téléphone et avait presque fini de composer le numéro de sa maison lorsqu’il changea d’avis.
HPfrb1ch01-0417	saisir           	Il traversa la rue en toute hâte, se dépêcha de remonter dans son bureau, ordonna d’un ton sec à sa secrétaire de ne pas le déranger, saisit son téléphone et avait presque fini de composer le numéro de sa maison lorsqu’il changea d’avis.
HPfrb1ch01-0418	téléphone        	Il traversa la rue en toute hâte, se dépêcha de remonter dans son bureau, ordonna d’un ton sec à sa secrétaire de ne pas le déranger, saisit son téléphone et avait presque fini de composer le numéro de sa maison lorsqu’il changea d’avis.
HPfrb1ch01-0419	presque          	Il traversa la rue en toute hâte, se dépêcha de remonter dans son bureau, ordonna d’un ton sec à sa secrétaire de ne pas le déranger, saisit son téléphone et avait presque fini de composer le numéro de sa maison lorsqu’il changea d’avis.
HPfrb1ch01-0420	finir            	Il traversa la rue en toute hâte, se dépêcha de remonter dans son bureau, ordonna d’un ton sec à sa secrétaire de ne pas le déranger, saisit son téléphone et avait presque fini de composer le numéro de sa maison lorsqu’il changea d’avis.
HPfrb1ch01-0421	composer         	Il traversa la rue en toute hâte, se dépêcha de remonter dans son bureau, ordonna d’un ton sec à sa secrétaire de ne pas le déranger, saisit son téléphone et avait presque fini de composer le numéro de sa maison lorsqu’il changea d’avis.
HPfrb1ch01-0422	numéro           	Il traversa la rue en toute hâte, se dépêcha de remonter dans son bureau, ordonna d’un ton sec à sa secrétaire de ne pas le déranger, saisit son téléphone et avait presque fini de composer le numéro de sa maison lorsqu’il changea d’avis.
HPfrb1ch01-0423	changer          	Il traversa la rue en toute hâte, se dépêcha de remonter dans son bureau, ordonna d’un ton sec à sa secrétaire de ne pas le déranger, saisit son téléphone et avait presque fini de composer le numéro de sa maison lorsqu’il changea d’avis.
HPfrb1ch01-0424	avis             	Il traversa la rue en toute hâte, se dépêcha de remonter dans son bureau, ordonna d’un ton sec à sa secrétaire de ne pas le déranger, saisit son téléphone et avait presque fini de composer le numéro de sa maison lorsqu’il changea d’avis.
HPfrb1ch01-0425	reposer          	Il reposa le combiné et se caressa la moustache.
HPfrb1ch01-0426	combiné          	Il reposa le combiné et se caressa la moustache.
HPfrb1ch01-0427	caresser         	Il reposa le combiné et se caressa la moustache.
HPfrb1ch01-0428	réfléchir        	Il réfléchissait… non, décidément, il était idiot.
HPfrb1ch01-0429	décidément       	Il réfléchissait… non, décidément, il était idiot.
HPfrb1ch01-0430	idiot            	Il réfléchissait… non, décidément, il était idiot.
HPfrb1ch01-0431	nom              	Potter n’était pas un nom si rare.
HPfrb1ch01-0432	rare             	Potter n’était pas un nom si rare.
HPfrb1ch01-0433	sûr              	On pouvait être sûr qu’un grand nombre de Potter avaient un fils prénommé Harry.
HPfrb1ch01-0434	nombre           	On pouvait être sûr qu’un grand nombre de Potter avaient un fils prénommé Harry.
HPfrb1ch01-0435	repenser         	Et quand il y repensait, il n’était même pas certain que son neveu se prénomme véritablement Harry.
HPfrb1ch01-0436	certain          	Et quand il y repensait, il n’était même pas certain que son neveu se prénomme véritablement Harry.
HPfrb1ch01-0437	neveu            	Et quand il y repensait, il n’était même pas certain que son neveu se prénomme véritablement Harry.
HPfrb1ch01-0438	véritablement    	Et quand il y repensait, il n’était même pas certain que son neveu se prénomme véritablement Harry.
HPfrb1ch01-0439	après            	Après tout, il s’appelait peut-être Harvey.
HPfrb1ch01-0440	appeler          	Après tout, il s’appelait peut-être Harvey.
HPfrb1ch01-0441	inutile          	Il était inutile d’inquiéter Mrs Dursley pour si peu.
HPfrb1ch01-0442	inquiéter        	Il était inutile d’inquiéter Mrs Dursley pour si peu.
HPfrb1ch01-0443	allusion         	Toute allusion à sa sœur la mettait dans un tel état !
HPfrb1ch01-0444	tel              	Toute allusion à sa sœur la mettait dans un tel état !
HPfrb1ch01-0445	état             	Toute allusion à sa sœur la mettait dans un tel état !
HPfrb1ch01-0446	enfin            	Si lui-même avait eu une sœur comme celle-là… mais enfin quand même, tous ces gens vêtus de capes…
HPfrb1ch01-0447	beaucoup         	Cet après-midi-là, il lui fut beaucoup plus difficile de se concentrer sur ses perceuses et lorsqu’il quitta les bureaux à cinq heures, il était encore si préoccupé qu’il heurta quelqu’un juste devant la porte.
HPfrb1ch01-0448	difficile        	Cet après-midi-là, il lui fut beaucoup plus difficile de se concentrer sur ses perceuses et lorsqu’il quitta les bureaux à cinq heures, il était encore si préoccupé qu’il heurta quelqu’un juste devant la porte.
HPfrb1ch01-0449	cinq             	Cet après-midi-là, il lui fut beaucoup plus difficile de se concentrer sur ses perceuses et lorsqu’il quitta les bureaux à cinq heures, il était encore si préoccupé qu’il heurta quelqu’un juste devant la porte.
HPfrb1ch01-0450	encore           	Cet après-midi-là, il lui fut beaucoup plus difficile de se concentrer sur ses perceuses et lorsqu’il quitta les bureaux à cinq heures, il était encore si préoccupé qu’il heurta quelqu’un juste devant la porte.
HPfrb1ch01-0451	préoccuper       	Cet après-midi-là, il lui fut beaucoup plus difficile de se concentrer sur ses perceuses et lorsqu’il quitta les bureaux à cinq heures, il était encore si préoccupé qu’il heurta quelqu’un juste devant la porte.
HPfrb1ch01-0452	heurter          	Cet après-midi-là, il lui fut beaucoup plus difficile de se concentrer sur ses perceuses et lorsqu’il quitta les bureaux à cinq heures, il était encore si préoccupé qu’il heurta quelqu’un juste devant la porte.
HPfrb1ch01-0453	juste            	Cet après-midi-là, il lui fut beaucoup plus difficile de se concentrer sur ses perceuses et lorsqu’il quitta les bureaux à cinq heures, il était encore si préoccupé qu’il heurta quelqu’un juste devant la porte.
HPfrb1ch01-0454	porte            	Cet après-midi-là, il lui fut beaucoup plus difficile de se concentrer sur ses perceuses et lorsqu’il quitta les bureaux à cinq heures, il était encore si préoccupé qu’il heurta quelqu’un juste devant la porte.
HPfrb1ch01-0455	navrer           	– Navré, grommela-t-il au vieil homme minuscule qu’il avait manqué de faire tomber.
HPfrb1ch01-0456	grommeler        	– Navré, grommela-t-il au vieil homme minuscule qu’il avait manqué de faire tomber.
HPfrb1ch01-0457	vieux            	– Navré, grommela-t-il au vieil homme minuscule qu’il avait manqué de faire tomber.
HPfrb1ch01-0458	minuscule        	– Navré, grommela-t-il au vieil homme minuscule qu’il avait manqué de faire tomber.
HPfrb1ch01-0459	manquer          	– Navré, grommela-t-il au vieil homme minuscule qu’il avait manqué de faire tomber.
HPfrb1ch01-0460	tomber           	– Navré, grommela-t-il au vieil homme minuscule qu’il avait manqué de faire tomber.
HPfrb1ch01-0461	seconde          	Il se passa quelques secondes avant que Mr Dursley se rende compte que l’homme portait une cape violette.
HPfrb1ch01-0462	avant            	Il se passa quelques secondes avant que Mr Dursley se rende compte que l’homme portait une cape violette.
HPfrb1ch01-0463	rendre           	Il se passa quelques secondes avant que Mr Dursley se rende compte que l’homme portait une cape violette.
HPfrb1ch01-0464	compte           	Il se passa quelques secondes avant que Mr Dursley se rende compte que l’homme portait une cape violette.
HPfrb1ch01-0465	violette         	Il se passa quelques secondes avant que Mr Dursley se rende compte que l’homme portait une cape violette.
HPfrb1ch01-0466	renverser        	Le fait d’avoir été presque renversé ne semblait pas avoir affecté son humeur.
HPfrb1ch01-0467	sembler          	Le fait d’avoir été presque renversé ne semblait pas avoir affecté son humeur.
HPfrb1ch01-0468	affecter         	Le fait d’avoir été presque renversé ne semblait pas avoir affecté son humeur.
HPfrb1ch01-0469	contraire        	Au contraire, son visage se fendit d’un large sourire tandis qu’il répondait d’une petite voix perçante qui lui attira le regard des passants :
HPfrb1ch01-0470	visage           	Au contraire, son visage se fendit d’un large sourire tandis qu’il répondait d’une petite voix perçante qui lui attira le regard des passants :
HPfrb1ch01-0471	fendre           	Au contraire, son visage se fendit d’un large sourire tandis qu’il répondait d’une petite voix perçante qui lui attira le regard des passants :
HPfrb1ch01-0472	large            	Au contraire, son visage se fendit d’un large sourire tandis qu’il répondait d’une petite voix perçante qui lui attira le regard des passants :
HPfrb1ch01-0473	sourire          	Au contraire, son visage se fendit d’un large sourire tandis qu’il répondait d’une petite voix perçante qui lui attira le regard des passants :
HPfrb1ch01-0474	répondre         	Au contraire, son visage se fendit d’un large sourire tandis qu’il répondait d’une petite voix perçante qui lui attira le regard des passants :
HPfrb1ch01-0475	voix             	Au contraire, son visage se fendit d’un large sourire tandis qu’il répondait d’une petite voix perçante qui lui attira le regard des passants :
HPfrb1ch01-0476	perçant          	Au contraire, son visage se fendit d’un large sourire tandis qu’il répondait d’une petite voix perçante qui lui attira le regard des passants :
HPfrb1ch01-0477	attirer          	Au contraire, son visage se fendit d’un large sourire tandis qu’il répondait d’une petite voix perçante qui lui attira le regard des passants :
HPfrb1ch01-0478	navrer           	– Ne soyez pas navré, mon cher Monsieur.
HPfrb1ch01-0479	mon              	– Ne soyez pas navré, mon cher Monsieur.
HPfrb1ch01-0480	cher             	– Ne soyez pas navré, mon cher Monsieur.
HPfrb1ch01-0481	monsieur         	– Ne soyez pas navré, mon cher Monsieur.
HPfrb1ch01-0482	me               	Rien aujourd’hui ne saurait me mettre en colère.
HPfrb1ch01-0483	réjouir          	Réjouissez-vous, puisque Vous-Savez-Qui a enfin disparu.
HPfrb1ch01-0484	puisque          	Réjouissez-vous, puisque Vous-Savez-Qui a enfin disparu.
HPfrb1ch01-0485	vous             	Réjouissez-vous, puisque Vous-Savez-Qui a enfin disparu.
HPfrb1ch01-0486	savoir           	Réjouissez-vous, puisque Vous-Savez-Qui a enfin disparu.
HPfrb1ch01-0487	disparaître      	Réjouissez-vous, puisque Vous-Savez-Qui a enfin disparu.
HPfrb1ch01-0488	fêter            	Même les Moldus comme vous devraient fêter cet heureux, très heureux jour !
HPfrb1ch01-0489	heureux          	Même les Moldus comme vous devraient fêter cet heureux, très heureux jour !
HPfrb1ch01-0490	serrer           	Le vieil homme prit alors Mr Dursley par la taille et le serra contre lui avant de poursuivre son chemin.
HPfrb1ch01-0491	poursuivre       	Le vieil homme prit alors Mr Dursley par la taille et le serra contre lui avant de poursuivre son chemin.
HPfrb1ch01-0492	chemin           	Le vieil homme prit alors Mr Dursley par la taille et le serra contre lui avant de poursuivre son chemin.
HPfrb1ch01-0493	rester           	Mr Dursley resta cloué sur place.
HPfrb1ch01-0494	clouer           	Mr Dursley resta cloué sur place.
HPfrb1ch01-0495	bras             	Quelqu’un qu’il n’avait jamais vu venait de le prendre dans ses bras.
HPfrb1ch01-0496	sens             	Et l’avait appelé « Moldu », ce qui n’avait aucun sens.
HPfrb1ch01-0497	retourner        	Il en était tout retourné et se dépêcha de remonter dans sa voiture.
HPfrb1ch01-0498	victime          	Il prit alors le chemin de sa maison en espérant qu’il avait été victime de son imagination.
HPfrb1ch01-0499	imagination      	Il prit alors le chemin de sa maison en espérant qu’il avait été victime de son imagination.
HPfrb1ch01-0500	pareil           	C’était bien la première fois qu’il espérait une chose pareille, car il détestait tout ce qui avait trait à l’imagination.
HPfrb1ch01-0501	détester         	C’était bien la première fois qu’il espérait une chose pareille, car il détestait tout ce qui avait trait à l’imagination.
HPfrb1ch01-0502	trait            	C’était bien la première fois qu’il espérait une chose pareille, car il détestait tout ce qui avait trait à l’imagination.
